Name,Position,Footed,Birthdate,Birthdate,Nationality,Club,Non-Penalty Goals,Non-Penalty xG(npxG),Shots Total,Assists,Expected Assisted Goals(xAG),npxG + xAG,Shot-Creating Actions,Passes Attempted,Pass Completion %,Progessive Passes,Progessive Carries,Successful Take-Ons,Touches(Att Pen),Tackles,Interceptions,Blocks,Clearances,Aerials Won
Francisco Sierralta,DF(CB),Right,May 6, 1997,Chile,Watford,0.00,0.06,0.33,0.00,60  ,0.09,0.62,54.0,86.6%,1.85,0.00,1.03,0.16,1.24,1.07,1.48,6.06,3.17
Ryan Andrews,DF-MF,Right,August 26, 2004,England,Watford,0.14,0.05,1.36,0.10,53  ,0.14,1.60,40.2,64.0%,2.61,2.16,1.85,4.98,1.71,1.05,0.80,2.75,0.73
Imran Louza,MF(CM),Left,May 1, 1999,Morocco,Watford,0.12,0.06,1.31,0.00,60  ,0.15,2.37,70.6,84.6%,5.24,0.81,0.44,1.37,1.56,1.25,1.31,1.25,1.00
Kwadwo Baah,MF,Right,January 27, 2003,England,Watford,0.25,0.20,1.47,0.19,58  ,0.38,1.97,15.6,51.8%,1.08,4.65,6.05,6.37,1.02,0.25,0.57,0.96,0.96
Tom Dele-Bashiru,MF,Right,September 17, 1999,Nigeria,Watford,0.04,0.06,0.66,0.00,9   ,0.08,1.75,45.8,89.8%,3.28,0.52,0.57,0.66,1.40,0.96,0.79,1.31,0.61
Jeremy Ngakia,DF(FB-right),Right,September 7, 2000,England,Watford,0.09,0.10,0.94,0.00,3   ,0.13,1.97,45.6,75.8%,3.51,1.97,1.63,4.54,4.62,0.77,1.63,4.11,1.28
James Morris,DF,N/A,November 23, 2001,England,Watford,0.00,0.00,0.15,0.00,21  ,0.01,1.07,60.5,81.4%,4.05,0.31,0.69,1.76,1.83,0.76,0.92,2.60,0.84
Rocco Vata,MF,N/A,April 18, 2005,Republic,Watford,0.31,0.21,2.38,0.31,21  ,0.32,2.07,20.0,64.4%,1.34,3.10,5.07,5.28,1.66,0.62,1.24,0.83,0.21
Festy Ebosele,DF-MF,Right,August 2, 2002,Republic,İstanbul Başakşehir,0.12,0.05,0.83,0.12,93  ,0.25,4.04,40.1,68.9%,3.33,3.57,2.73,5.35,3.45,0.24,0.95,2.50,1.43
Tom Ince,FW-MF(AM-WM),Left,January 30, 1992,England,Watford,0.00,0.16,1.12,0.00,88  ,0.31,2.35,30.8,77.9%,2.91,2.01,1.23,2.24,1.12,0.56,1.12,0.89,0.67
James Abankwah,DF,N/A,January 16, 2004,Republic,Watford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ken Sema,DF-FW-MF(AM-WM-left),Left,September 30, 1993,Sweden,Pafos FC,0.00,0.03,0.68,0.10,61  ,0.13,2.04,35.7,73.6%,3.21,2.43,2.24,7.59,2.24,0.58,0.78,1.65,1.46
Daniel Jebbison,FW,N/A,August 13, 2003,England,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pierre Dwomoh,MF,Right,June 21, 2004,Belgium,Watford,0.00,0.00,0.00,2318,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0211,0.00,0.00
Mileta Rajovic,FW,Both,July 17, 1999,Denmark,Brøndby,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Amin Nabizada,FW,N/A,June 21, 2007,England,Watford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0251,0.00,0.00
Kévin Keben Biakolo,DF,N/A,January 26, 2004,Cameroon,Watford,0.00,0.00,0.19,0.00,49  ,0.02,0.78,46.4,79.5%,2.53,0.97,0.39,0.97,0.97,1.36,0.97,1.94,0.97
Michael Adu-Poku,FW,Right,September 22, 2005,England,Watford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Antonio Tikvić,DF,Left,April 21, 2004,Croatia,Grazer AK,0.00,0.00,0.00,2419,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1901,0.00,0.00,0.00,0.00,0.00
George Saville,MF(CM-DM-left),Left,June 1, 1993,Northern,Millwall,0.00,0.05,0.82,0.07,52  ,0.13,2.71,36.1,69.2%,3.50,0.86,1.08,1.27,2.71,1.73,1.39,1.46,1.97
Casper de Norre,DF-MF(DM-FB),Right,February 7, 1997,Belgium,Millwall,0.09,0.05,0.82,0.03,35  ,0.11,1.63,39.5,81.3%,4.47,0.60,0.67,1.18,2.66,2.00,1.18,1.69,0.79
Japhet Tanganga,DF(CB-right),Right,March 31, 1999,England,Millwall,0.10,0.07,0.93,0.00,40  ,0.08,0.67,33.4,77.3%,1.86,0.31,1.55,0.26,1.50,1.10,1.38,5.20,3.29
Joe Bryan,DF-MF(FB-left),Left,September 17, 1993,England,Millwall,0.03,0.04,0.69,0.03,58  ,0.14,2.64,47.4,71.7%,4.02,1.18,0.66,2.08,2.46,1.80,1.56,2.98,1.18
Ryan Leonard,DF-MF(CM-FB-right),Right,May 24, 1992,England,Millwall,0.00,0.03,0.47,0.05,26  ,0.09,2.04,49.0,61.3%,3.85,0.94,0.65,2.04,2.72,1.13,0.84,3.61,2.33
Romain Esse,FW-MF,Left,May 13, 2005,England,Crystal Palace,0.16,0.09,1.32,0.04,62  ,0.29,3.11,26.9,62.1%,3.35,1.59,2.83,5.18,2.91,0.60,1.24,0.92,1.04
Jake Cooper,DF-FW(CB-left),Right,February 3, 1995,England,Millwall,0.12,0.09,1.19,0.03,84  ,0.13,0.78,36.7,71.6%,1.62,0.17,2.75,0.41,0.81,0.84,0.75,5.68,4.93
George Honeyman,FW-MF(AM),Right,September 8, 1994,England,Millwall,0.07,0.14,0.78,0.10,43  ,0.28,2.63,30.8,67.1%,2.73,0.84,1.45,4.31,2.83,0.94,1.01,1.35,0.34
Duncan Watmore,FW-MF(AM-WM),Right,March 8, 1994,England,Millwall,0.30,0.25,1.72,0.04,22  ,0.36,2.41,17.8,68.6%,1.90,1.90,4.83,5.64,1.72,0.39,0.78,0.69,0.56
Macaulay Langstaff,FW,N/A,February 3, 1997,England,Millwall,0.07,0.24,1.60,0.14,60  ,0.35,0.70,10.4,64.0%,0.97,1.46,3.13,4.45,0.42,0.14,0.49,0.49,0.63
Femi Azeez,FW-MF(AM),Left,June 5, 2001,England,Millwall,0.08,0.26,2.30,0.32,18  ,0.37,3.25,25.5,55.9%,3.02,3.49,3.49,7.38,2.62,0.71,1.11,1.98,2.22
Mihailo Ivanović,FW,N/A,November 29, 2004,Serbia,Millwall,0.33,0.33,2.09,0.00,12  ,0.38,1.25,17.2,60.2%,1.75,0.25,3.92,4.26,0.58,0.08,0.17,1.67,4.84
Murray Wallace,DF-MF(CB-FB-left),Left,January 10, 1993,Scotland,Millwall,0.00,0.03,0.56,0.00,30  ,0.03,0.45,43.1,72.4%,2.36,0.34,1.69,0.45,1.01,0.56,0.79,6.63,4.38
Dan McNamara,DF-MF(DM-FB-right),Right,December 27, 1998,Republic,Millwall,0.00,0.01,0.32,0.00,2   ,0.03,0.97,31.3,71.8%,3.39,1.08,0.59,1.35,2.32,1.51,1.08,4.42,1.51
Tom Bradshaw,FW,Right,July 27, 1992,Wales,Oxford United,0.00,0.26,2.01,0.00,1   ,0.27,1.34,13.5,61.7%,0.38,0.67,3.55,3.26,0.58,0.10,0.19,0.96,2.97
Tristan Crama,DF,N/A,November 8, 2001,France,Millwall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ryan Wintle,MF(CM-DM),Right,June 13, 1997,England,Millwall,0.15,0.06,0.92,0.00,41  ,0.12,2.61,43.9,85.2%,3.30,0.00,0.54,1.07,1.76,1.07,1.38,1.84,0.77
Aaron Connolly,FW,Right,January 28, 2000,Republic,Millwall,0.28,0.17,1.81,0.00,38  ,0.31,1.11,14.0,67.3%,1.39,0.83,2.09,5.56,0.83,0.14,0.28,1.53,1.39
Luke Cundle,MF,Right,April 26, 2002,England,Millwall,0.40,0.12,1.07,0.27,33  ,0.25,3.21,41.3,83.2%,5.89,0.94,2.28,4.02,1.88,0.80,1.74,0.54,0.40
Camiel Neghli,MF,N/A,November 6, 2001,Netherlands,Millwall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Billy Mitchell,MF(CM-DM),Right,April 22, 2000,England,Millwall,0.00,0.02,0.58,0.10,7   ,0.04,1.07,34.9,74.7%,3.30,0.78,0.39,1.55,2.23,1.17,1.26,1.36,2.14
Daniel Kelly,MF,N/A,October 3, 2005,Scotland,Millwall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tom Leahy,FW,N/A,March 31, 2004,England,Millwall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Wes Harding,DF-MF(CB-FB),Right,October 20, 1996,Jamaica,Millwall,0.00,0.00,0.00,2022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Adam Mayor,MF,N/A,April 10, 2005,England,Bromley,0.00,0.00,0.00,2418,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4171,0.00,0.00,0241,0.00,0.00
Jordan Storey,DF(CB-right),Right,September 2, 1997,England,Preston North End,0.03,0.05,0.60,0.03,76  ,0.08,0.78,45.7,75.5%,2.83,0.50,1.30,0.63,1.40,1.90,1.30,3.05,3.18
Andrew Hughes,DF(CB-FB-left),Left,June 5, 1992,Wales,Preston North End,0.00,0.03,0.35,0.05,61  ,0.05,1.09,57.6,74.4%,3.58,1.02,0.97,0.99,1.74,1.04,1.47,4.00,3.46
Kaine Kesler-Hayden,DF-MF(FB-right),Right,October 23, 2002,England,Preston North End,0.00,0.07,0.84,0.11,63  ,0.17,1.76,37.2,76.2%,3.36,3.14,1.68,5.12,1.45,0.57,1.07,3.25,1.64
Alistair McCann,MF(CM-DM),N/A,December 4, 1999,Northern,Preston North End,0.03,0.07,0.69,0.00,9   ,0.10,1.28,37.4,79.1%,3.03,0.50,1.09,1.44,3.71,1.25,1.87,1.90,1.28
Emil Riis Jakobsen,FW,N/A,June 24, 1998,Denmark,Preston North End,0.39,0.35,2.20,0.10,75  ,0.46,1.55,15.5,60.0%,0.71,1.29,3.88,5.69,0.65,0.16,0.58,0.49,1.52
Sam Greenwood,FW-MF,Right,January 26, 2002,England,Preston North End,0.12,0.14,2.23,0.08,70  ,0.36,3.42,30.6,66.8%,2.30,2.34,2.88,6.37,1.73,0.46,1.04,0.69,0.31
Ben Whiteman,MF(CM-DM),Right,June 17, 1996,England,Preston North End,0.00,0.06,0.94,0.04,22  ,0.09,2.18,49.2,78.7%,4.53,0.34,0.47,0.47,1.67,0.94,1.37,2.35,0.98
Mads Frøkjær-Jensen,MF(AM),N/A,July 29, 1999,Denmark,Preston North End,0.07,0.06,0.99,0.20,46  ,0.21,2.94,42.5,71.3%,4.65,1.62,1.82,4.79,1.62,0.53,1.32,0.43,0.79
Liam Lindsay,DF(CB),Right,October 12, 1995,Scotland,Preston North End,0.00,0.06,0.58,0.03,34  ,0.07,0.64,43.2,74.6%,1.56,0.03,1.16,0.21,1.25,2.11,1.44,5.84,4.31
Brad Potts,DF-FW-MF(AM-right),Right,July 3, 1994,England,Preston North End,0.22,0.15,1.16,0.06,33  ,0.23,2.10,42.7,72.5%,3.04,1.60,2.43,6.07,2.54,0.66,1.49,1.71,2.48
Stefán Þórðarson,MF(CM),N/A,October 16, 1998,Iceland,Preston North End,0.06,0.05,1.30,0.06,58  ,0.14,2.41,35.0,75.2%,3.52,1.79,1.36,2.16,0.93,0.86,0.80,1.05,0.68
Jack Whatmough,DF(CB),Right,August 19, 1996,England,Preston North End,0.00,0.03,0.49,0.05,95  ,0.09,0.65,45.2,76.8%,2.27,0.27,1.03,0.32,2.27,1.19,1.83,5.29,3.18
Milutin Osmajić,FW,N/A,July 25, 1999,Montenegro,Preston North End,0.69,0.43,1.76,0.19,3   ,0.46,1.38,10.2,66.3%,0.69,1.00,2.26,4.21,0.63,0.00,0.75,0.75,0.88
Robbie Brady,DF-FW-MF(WM),Left,January 14, 1992,Republic,Preston North End,0.06,0.07,1.05,0.11,93  ,0.28,2.75,52.1,63.3%,4.57,1.49,1.32,4.02,2.86,1.38,1.60,2.26,2.31
Will Keane,FW-MF(AM),Right,January 11, 1993,Republic,Preston North End,0.15,0.18,0.91,0.05,1   ,0.19,0.86,21.1,79.8%,1.68,0.36,2.59,3.61,0.91,0.25,0.56,1.02,0.66
Ryan Ledson,MF(CM-DM),Right,August 19, 1997,England,Preston North End,0.10,0.06,0.68,0.10,79  ,0.16,1.54,35.7,67.1%,5.11,0.00,0.77,1.25,3.57,1.06,1.54,1.45,1.64
Duane Holmes,FW-MF(AM),Right,November 6, 1994,United,Preston North End,0.14,0.08,0.95,0.14,93  ,0.26,3.24,38.6,71.9%,4.39,3.24,1.76,4.66,1.69,0.54,0.95,1.28,0.20
Josh Bowler,FW-MF(AM-WM-right),Left,March 5, 1999,England,Luton Town,0.12,0.15,1.96,0.06,5   ,0.23,2.50,25.6,75.5%,3.09,3.15,2.50,5.65,1.78,0.54,1.07,0.59,0.30
Lewis Gibson,DF(CB-left),N/A,July 19, 2000,England,Preston North End,0.03,0.03,0.41,0.03,39  ,0.05,0.87,56.8,84.0%,3.22,0.68,0.71,0.08,1.47,1.01,1.50,5.01,1.96
Jayden Meghoma,DF,N/A,June 28, 2006,England,Preston North End,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ryan Porteous,DF(CB-right),N/A,March 25, 1999,Scotland,Preston North End,0.17,0.10,0.62,0.00,21  ,0.11,0.72,53.2,81.1%,2.67,0.51,1.03,0.58,2.05,1.47,1.37,4.20,1.91
Patrick Bauer,DF(CB),Right,October 28, 1992,Germany,Preston North End,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Theo Mawene,MF,N/A,July 12, 2007,England,Preston North End,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0241,0.00,0.00
Kacper Pasiek,DF,N/A,October 8, 2005,Poland,Preston North End,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Layton Stewart,FW,N/A,September 3, 2002,England,FC Thun,0.00,0.00,0.00,2218,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0211,0.00,0.00
Ciaron Brown,DF(CB-FB-left),N/A,January 14, 1998,Northern,Oxford United,0.13,0.05,0.63,0.09,89  ,0.10,0.59,52.4,78.7%,2.41,0.81,1.34,0.38,0.78,1.34,1.19,6.00,3.53
Tyler Goodhram,MF(AM),N/A,August 7, 2003,England,Oxford United,0.12,0.07,1.36,0.12,57  ,0.16,3.28,30.7,74.6%,2.50,1.44,1.64,3.74,1.75,0.62,1.21,1.44,0.58
Will Vaulks,DF-MF(CB-CM-DM),Right,September 13, 1993,Wales,Oxford United,0.03,0.04,0.85,0.08,77  ,0.15,2.53,59.8,71.4%,3.82,0.25,0.14,0.77,2.25,1.29,1.54,2.12,2.17
Mark Harris,FW,N/A,December 29, 1998,Wales,Oxford United,0.22,0.31,1.46,0.04,2   ,0.34,1.20,13.7,74.8%,0.89,0.71,1.95,3.46,0.89,0.13,0.49,0.44,0.62
Ruben Rodrigues,FW-MF(AM),N/A,August 2, 1996,Portugal,Oxford United,0.19,0.21,1.53,0.14,93  ,0.39,2.40,27.2,73.6%,3.07,1.34,2.92,2.88,1.82,0.81,1.15,0.77,1.05
Peter Kioso,DF-MF(FB-right),N/A,August 15, 1998,Congo,Oxford United,0.00,0.03,0.38,0.03,1   ,0.05,1.01,45.0,73.8%,2.55,0.73,0.66,2.27,2.62,1.19,1.54,3.18,1.89
Greg Leigh,DF-MF(FB-left),Right,September 30, 1994,Jamaica,Oxford United,0.22,0.13,0.66,0.04,51  ,0.21,1.44,45.8,69.5%,3.02,1.14,1.40,3.06,1.49,1.31,1.01,3.67,3.06
Cameron Brannagan,MF(CM-DM-left),Right,May 9, 1996,England,Oxford United,0.10,0.04,1.48,0.20,47  ,0.11,2.27,45.4,83.9%,3.36,0.74,0.59,1.04,1.88,0.94,1.38,1.28,0.10
Elliott Moore,DF(CB-right),Right,March 16, 1997,England,Oxford United,0.00,0.02,0.42,0.11,78  ,0.06,0.21,45.1,88.6%,0.79,0.00,0.95,0.11,0.84,0.74,1.16,6.93,3.26
Przemysław Płacheta,FW-MF(AM),Left,March 23, 1998,Poland,Oxford United,0.11,0.19,2.25,0.11,9   ,0.28,2.20,27.1,68.8%,1.45,3.11,3.37,8.51,1.50,0.27,0.59,0.59,0.59
Sam Long,DF(FB-right),Right,January 16, 1995,England,Oxford United,0.00,0.04,0.40,0.07,81  ,0.08,1.07,45.5,75.3%,2.08,0.47,0.87,0.54,1.68,1.61,1.95,5.97,3.02
Idris El Mizouni,MF(DM),N/A,September 26, 2000,Tunisia,Oxford United,0.07,0.13,1.25,0.15,61  ,0.22,2.28,41.0,84.6%,2.94,1.98,0.88,2.87,3.23,0.96,1.18,1.10,0.66
Siriki Dembélé,FW-MF(AM-WM),N/A,September 7, 1996,Côte,Oxford United,0.00,0.11,1.94,0.00,15  ,0.21,2.99,23.6,74.7%,2.59,2.99,4.12,4.85,1.94,0.57,1.21,0.57,0.32
Benjamin Nelson,DF,Left,March 18, 2004,England,Oxford United,0.12,0.02,0.12,0.00,34  ,0.05,0.73,58.3,82.4%,2.81,0.73,0.49,0.00,1.47,0.86,0.86,5.38,2.08
Dane Scarlett,FW,Right,March 24, 2004,England,Tottenham Hotspur,0.45,0.09,1.36,0.00,15  ,0.15,1.14,12.5,62.7%,0.91,0.80,2.50,4.32,0.34,0.68,0.00,0.91,1.82
Matt Phillips,DF-FW-MF(AM-WM),Right,March 13, 1991,Scotland,Oxford United,0.00,0.05,0.70,0.12,55  ,0.22,1.97,32.0,66.3%,1.97,2.78,1.62,5.91,0.93,0.46,1.04,1.28,2.78
Michał Helik,DF(CB),Right,September 9, 1995,Poland,Oxford United,0.11,0.09,0.51,0.00,75  ,0.12,0.80,45.9,79.2%,2.16,0.46,1.77,0.28,0.91,1.25,0.97,6.49,4.67
Josh McEachran,MF(CM-DM),Left,March 1, 1993,England,Oxford United,0.00,0.02,0.18,0.18,93  ,0.19,2.30,48.3,86.8%,1.42,0.35,0.00,0.18,3.01,1.24,0.89,1.42,0.53
Alex Matos,MF,N/A,October 3, 2004,England,Oxford United,0.00,0.03,0.67,0.00,10  ,0.06,1.51,26.7,78.1%,2.10,1.26,1.51,1.34,3.44,1.59,2.18,1.59,0.75
Tom Bradshaw,FW,Right,July 27, 1992,Wales,Oxford United,0.00,0.26,2.01,0.00,1   ,0.27,1.34,13.5,61.7%,0.38,0.67,3.55,3.26,0.58,0.10,0.19,0.96,2.97
Jordan Thorniley,DF(CB-left),Right,November 24, 1996,England,Oxford United,0.00,0.00,0.00,1921,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Stanley Mills,MF,N/A,October 25, 2003,England,Oxford United,0.00,0.00,0.00,2318,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marselino Ferdinan,MF,N/A,September 9, 2004,Indonesia,Oxford United,0.00,0.00,0.00,2519,381.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
James Golding,DF,N/A,August 10, 2004,Republic,Southend United,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Francisco Trincão,FW-MF,Left,December 29, 1999,Portugal,Sporting CP,0.00,0.10,1.66,0.26,12  ,0.21,2.80,29.4,80.1%,2.97,2.88,2.10,4.28,1.49,0.35,0.87,0.61,0.17
Viktor Gyökeres,FW-MF,Right,June 4, 1998,Sweden,Sporting CP,0.50,0.43,2.98,0.20,99  ,0.75,4.17,26.4,74.4%,1.99,4.57,6.76,9.44,0.10,0.10,0.10,0.50,0.99
Ousmane Diomande,DF,N/A,December 4, 2003,Côte,Sporting CP,0.00,0.01,0.20,0.00,2   ,0.01,0.51,61.1,91.7%,2.13,0.41,0.41,0.00,1.12,1.22,0.91,3.35,1.73
Morten Hjulmand,MF(CM-DM),Right,June 25, 1999,Denmark,Sporting CP,0.00,0.02,0.55,0.00,24  ,0.06,1.84,51.8,87.2%,3.69,0.37,0.65,0.55,2.49,0.92,0.74,1.20,0.37
Geovany Quenda,MF,N/A,April 30, 2007,Portugal,Sporting CP,0.00,0.07,1.13,0.14,83  ,0.23,3.39,43.4,74.7%,4.09,3.10,2.68,6.21,0.85,0.42,0.42,0.85,0.42
Geny Catamo,MF,N/A,January 26, 2001,Mozambique,Sporting CP,0.14,0.15,1.26,0.00,22  ,0.20,2.81,38.0,80.4%,3.23,2.81,2.67,5.62,1.40,0.56,0.84,0.84,0.14
Gonçalo Inácio,DF,Left,August 25, 2001,Portugal,Sporting CP,0.27,0.04,0.96,0.00,2   ,0.04,0.82,83.9,88.7%,2.61,0.27,0.82,0.00,2.20,0.41,2.33,2.61,1.51
Daniel Bragança,MF,Left,May 27, 1999,Portugal,Sporting CP,0.16,0.34,2.44,0.33,63  ,0.44,3.26,45.5,83.2%,5.05,1.95,1.79,1.95,1.79,0.65,0.81,0.65,0.81
Zeno Debast,DF(CB),N/A,October 24, 2003,Belgium,Sporting CP,0.18,0.02,0.70,0.18,99  ,0.12,0.53,57.0,86.2%,2.80,0.18,0.35,0.18,1.93,1.23,0.70,1.58,0.53
Hidemasa Morita,MF(CM-DM),N/A,May 10, 1995,Japan,Sporting CP,0.00,0.02,0.37,0.00,1   ,0.02,1.11,38.1,84.0%,3.70,0.37,0.37,1.30,2.41,1.30,1.67,2.41,1.11
Maximiliano Araújo,DF-FW-MF,Left,February 15, 2000,Uruguay,Sporting CP,0.15,0.12,0.92,0.00,38  ,0.20,2.44,46.7,84.0%,4.89,3.51,2.14,7.49,2.29,0.76,1.53,1.99,0.46
Matheus Reis,DF-MF(FB-left),Left,February 18, 1995,Brazil,Sporting CP,0.00,0.01,0.40,0.00,38  ,0.03,1.20,63.6,86.8%,3.47,0.93,1.60,2.27,1.73,0.53,0.80,3.73,1.33
Eduardo Quaresma,DF,Both,March 2, 2002,Portugal,Sporting CP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pedro Gonçalves,FW-MF(AM-left),Right,June 28, 1998,Portugal,Sporting CP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Conrad Harder,FW,N/A,April 7, 2005,Denmark,Sporting CP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Iván Fresneda,DF,N/A,September 28, 2004,Spain,Sporting CP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ricardo Esgaio,DF-FW-MF(FB-WM-right),Right,May 16, 1993,Portugal,Sporting CP,0.00,0.00,0.00,1521,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mateus Fernandes,MF,N/A,July 10, 2004,Portugal,Southampton,0.05,0.16,1.29,0.10,64  ,0.26,2.48,43.9,79.4%,4.55,2.64,1.97,3.31,2.90,0.67,1.50,1.19,0.57
Dario Essugo,MF,N/A,March 14, 2005,Portugal,Las Palmas,0.08,0.02,1.06,0.00,3   ,0.05,1.96,49.3,86.8%,4.33,0.98,0.33,0.49,2.78,1.96,1.06,2.13,1.31
Mauro Meireles Couto,FW,N/A,November 15, 2005,Portugal,Sporting CP,0.00,0.00,0.00,2518,31.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rodrigo Ribeiro,FW,N/A,April 28, 2005,Portugal,AVS Futebol,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Afonso Bastardo,FW,N/A,March 19, 2005,Portugal,Sporting CP,0.00,0.00,0.00,2418,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Biel,FW-MF,Right,April 1, 2001,Brazil,Sporting CP,0.50,0.45,2.79,0.40,94  ,0.79,4.38,32.8,76.1%,4.08,3.68,4.48,9.96,0.90,1.00,0.60,1.00,0.10
Rafael Nel,FW,N/A,April 3, 2005,Portugal,Sporting CP,0.00,0.00,0.00,0.00,0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Álvaro Carreras,DF-MF(FB-left),Left,March 23, 2003,Spain,Benfica,0.00,0.04,0.98,0.11,68  ,0.16,2.49,59.3,81.9%,4.55,1.73,1.30,4.12,1.84,2.17,1.52,2.28,0.87
Tomás Araújo,DF,N/A,May 16, 2002,Portugal,Benfica,0.00,0.00,0.00,0.00,36  ,0.01,0.91,54.2,82.8%,2.85,0.39,0.39,1.04,3.88,1.30,0.78,3.88,1.55
Orkun Kökçü,MF(CM-DM-left),Right,December 29, 2000,Turkey,Benfica,0.19,0.08,1.45,0.00,77  ,0.21,4.54,52.9,77.9%,5.99,1.74,1.16,2.90,1.45,0.39,0.77,0.97,0.39
Vangelis Pavlidis,FW-MF,Both,November 21, 1998,Greece,Benfica,0.71,0.81,3.11,0.14,39  ,0.91,2.83,22.0,76.9%,1.70,1.98,5.94,4.53,1.27,0.28,0.99,0.57,1.56
Nicolás Otamendi,DF(CB),Right,February 12, 1988,Argentina,Benfica,0.00,0.08,0.98,0.00,18  ,0.09,0.46,55.6,89.9%,2.74,0.72,1.30,0.13,2.48,1.63,1.43,5.61,3.20
Alexander Bah,DF-MF(FB-right),Right,December 9, 1997,Denmark,Benfica,0.09,0.07,0.54,0.09,66  ,0.19,2.78,61.1,73.3%,3.77,2.06,2.42,5.20,2.60,1.62,2.15,3.14,2.78
Fredrik Aursnes,DF-MF(CM-DM),Right,December 10, 1995,Norway,Benfica,0.00,0.10,1.10,0.07,77  ,0.24,2.80,49.7,78.7%,5.01,2.43,2.36,4.27,2.58,0.66,1.33,1.69,0.74
Kerem Aktürkoğlu,FW-MF(AM-left),Right,October 21, 1998,Turkey,Benfica,0.34,0.40,2.05,0.00,58  ,0.62,2.62,26.5,66.1%,1.48,2.62,3.54,5.13,0.57,1.60,0.91,1.37,0.57
Ángel Di María,FW-MF(AM-CM-WM),Left,February 14, 1988,Argentina,Benfica,0.08,0.38,3.17,0.24,97  ,0.77,4.63,50.2,67.0%,6.82,4.55,4.31,10.3,1.30,0.24,0.97,0.32,0.08
